app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,precip_rate,pres,rh,slp,snow_rate,solar_rad,temp,uv,vis,wind_dir,wind_gust_spd,wind_spd,Broken clouds,Clear Sky,Few clouds,Fog,Haze,Heavy rain,Light rain,Moderate rain,Overcast clouds,Scattered clouds,Thunderstorm with heavy rain,timestamp
14.742514,308.46814,55.859077,9.903099,29.697224,234.62048,-8.97136,132.09653,-0.7502263,1015.06775,71.68753,1021.9517,-0.002008685,161.21584,0.9832737,12.67527,213.78656,9.380136,9.305831,0.0863628,0.16914837,0.3441873,0.014263989,1.2038788,-0.0018368701,0.06231848,-0.0022335567,0.36691386,-0.009541351,0.0039017878,14.904255,2023-05-18 13:15:00
14.759726,310.7418,57.238884,9.883025,29.372688,243.55359,-10.586639,133.78288,-0.40481126,1014.96606,71.19281,1021.86176,-0.002949962,155.03314,0.8763592,12.210361,219.08159,9.830909,9.773142,0.09024536,0.1570074,0.2981949,0.047127776,0.84143776,-0.008359183,0.08848374,-2.2746415e-05,0.37675795,0.0006483015,0.008762204,14.959279,2023-05-18 13:30:00
14.888534,312.14075,57.361214,9.890543,30.430225,258.60294,-13.442984,136.98404,0.02548819,1014.86615,70.40667,1021.8015,0.0024720759,145.07976,0.7433922,12.439365,226.55847,10.113336,10.024741,0.08676904,0.26556912,0.26834235,0.041589946,0.85738885,-0.002070137,0.11808405,-0.0012421885,0.3800884,-0.031874496,0.010554574,15.07622,2023-05-18 13:45:00
15.004579,291.87054,55.89625,9.888169,32.666084,280.84152,-17.451807,136.42796,0.20693749,1014.87305,69.99373,1021.8717,0.00079051784,139.0104,0.67614496,12.807615,235.69179,10.525111,10.3353195,0.08237212,0.41004694,0.24409634,0.15036027,0.83347166,0.010369061,0.12377166,-0.00080879615,0.35431176,-0.046542604,0.007370568,15.187541,2023-05-18 14:00:00
15.038015,279.6368,54.84258,9.933257,33.528805,297.44254,-20.368671,128.19441,0.38351688,1014.80786,70.34193,1021.8534,-0.0033859347,133.81468,0.6454738,12.928049,242.90866,10.886606,10.573387,0.02616375,0.5237805,0.2362696,0.25451645,0.8137911,0.015338168,0.14775293,0.0039703986,0.33482018,-0.048376653,0.0025845643,15.218144,2023-05-18 14:15:00
15.016072,263.71527,54.836697,10.023309,33.737965,309.6883,-22.879482,114.578026,0.504856,1014.8658,71.183586,1021.94995,0.0015228924,130.71857,0.63909286,13.428242,249.7166,10.772525,10.434452,-0.022756793,0.45633426,0.26977062,0.22243042,0.7157329,0.010714266,0.17174959,0.0144762285,0.30791125,-0.005738992,-0.00021629877,15.120207,2023-05-18 14:30:00
14.893454,258.6778,54.668594,10.015915,33.614883,308.4646,-24.370535,97.68947,0.573081,1015.005,71.88249,1022.01843,0.0021014963,117.95731,0.6482805,13.686653,245.3026,10.508015,10.306492,-0.043210424,0.5020004,0.2870374,0.16577451,0.6644587,0.0052845683,0.17737874,0.023153752,0.2986229,-0.019918326,0.0007976396,15.027231,2023-05-18 14:45:00
14.787409,253.79489,54.228054,9.987764,31.79384,296.0935,-27.000128,81.07127,0.5986356,1015.1374,72.882515,1022.0406,-0.00078891567,96.95328,0.6008301,13.798307,238.68073,10.21032,10.060006,-0.037211902,0.51789486,0.27004045,0.17064747,0.7088387,0.0090383515,0.18086578,0.027777713,0.2737055,-0.02552988,-0.00045433387,14.893791,2023-05-18 15:00:00
14.648101,238.8033,54.91771,9.990813,28.248663,263.68008,-23.348545,60.902874,0.5575707,1015.26294,73.83439,1021.995,0.0009133379,69.82065,0.5227556,13.735818,236.02321,10.153685,10.059546,0.020180754,0.49497068,0.26388335,0.10664898,0.9260478,0.016048484,0.1852038,0.03462398,0.2639265,-0.04955103,-0.00702901,14.719017,2023-05-18 15:15:00
14.450558,229.20016,55.62368,9.949597,25.355175,237.70276,-22.855846,51.41965,0.88959736,1015.2772,74.65815,1022.03375,0.0009972211,53.96628,0.52371854,14.107231,245.3412,10.237919,10.082824,-0.024455287,0.41073462,0.2884372,0.100826226,1.0495588,0.018136,0.20593673,0.042759437,0.26810217,-0.058762435,-0.010542714,14.480791,2023-05-18 15:30:00
14.268573,216.56085,55.854187,9.880525,26.024664,243.74571,-22.979597,47.903484,1.2383006,1015.33,74.54963,1022.1926,-0.00033451934,49.671085,0.5314255,13.529002,251.41968,10.083658,9.868052,-0.051074393,0.37729436,0.29836845,0.20216972,0.77399063,0.016686805,0.20663974,0.03867535,0.28076458,-0.069007844,-0.00522484,14.29524,2023-05-18 15:45:00
14.146993,214.19029,57.126705,9.852687,22.95162,205.65855,-23.897312,43.438618,1.0364943,1015.46954,74.47517,1022.4585,-0.0015293116,46.840626,0.6393554,11.805167,260.1865,10.088176,9.858963,0.028831564,0.36327797,0.24114926,0.18187627,0.4866433,0.019723674,0.1827595,0.030054282,0.29069188,-0.0137178935,-0.0003315397,14.172574,2023-05-18 16:00:00
14.145473,208.41211,58.908943,9.864655,16.083303,125.36318,-24.457518,39.169254,1.3317393,1015.3077,74.65538,1022.38684,0.0004402523,44.238903,0.7700571,12.078024,265.9437,10.181564,9.980268,0.06976857,0.31474838,0.2205406,0.12465671,0.31826025,0.027752087,0.18552896,0.029128462,0.29996526,-0.004999894,0.00073848665,14.139336,2023-05-18 16:15:00
14.042059,199.44075,59.048157,9.874039,10.12461,58.19476,-24.011843,28.128292,1.312741,1015.283,75.218765,1022.3746,0.0020567812,41.22067,0.7632624,12.237669,268.12848,9.725007,9.574025,0.12721822,0.3358069,0.20370802,0.0014901771,0.36387706,0.03187264,0.16007163,0.03191724,0.30563423,-0.005299184,-0.0025200977,14.048854,2023-05-18 16:30:00
